,REV_ID,score,compound,sentiment,label,sexist score
460,1933,"{'neg': 0.053, 'neu': 0.788, 'pos': 0.158, 'compound': 0.999}",0.999,pos,not sexist,0.997667193
461,1814,"{'neg': 0.036, 'neu': 0.727, 'pos': 0.237, 'compound': 0.9997}",0.9997,pos,not sexist,0.997667193
462,79,"{'neg': 0.004, 'neu': 0.733, 'pos': 0.263, 'compound': 0.9992}",0.9992,pos,not sexist,0.997667968
463,351,"{'neg': 0.017, 'neu': 0.768, 'pos': 0.215, 'compound': 0.9994}",0.9994,pos,not sexist,0.997668326
464,123,"{'neg': 0.081, 'neu': 0.742, 'pos': 0.176, 'compound': 0.9895}",0.9895,pos,not sexist,0.997668445
465,205,"{'neg': 0.041, 'neu': 0.818, 'pos': 0.141, 'compound': 0.9861}",0.9861,pos,not sexist,0.997670591
466,127,"{'neg': 0.034, 'neu': 0.785, 'pos': 0.181, 'compound': 0.9939}",0.9939,pos,not sexist,0.997674048
467,189,"{'neg': 0.037, 'neu': 0.842, 'pos': 0.121, 'compound': 0.9625}",0.9625,pos,not sexist,0.997674644
468,211,"{'neg': 0.043, 'neu': 0.867, 'pos': 0.089, 'compound': 0.9543}",0.9543,pos,not sexist,0.997676194
469,1177,"{'neg': 0.008, 'neu': 0.725, 'pos': 0.267, 'compound': 0.9973}",0.9973,pos,not sexist,0.997676313
470,710,"{'neg': 0.104, 'neu': 0.786, 'pos': 0.111, 'compound': 0.5615}",0.5615,pos,not sexist,0.997676313
471,1452,"{'neg': 0.073, 'neu': 0.664, 'pos': 0.263, 'compound': 0.995}",0.995,pos,not sexist,0.997676313
472,559,"{'neg': 0.066, 'neu': 0.829, 'pos': 0.105, 'compound': 0.797}",0.797,pos,not sexist,0.997677863
473,1026,"{'neg': 0.043, 'neu': 0.792, 'pos': 0.165, 'compound': 0.987}",0.987,pos,not sexist,0.997677863
474,770,"{'neg': 0.083, 'neu': 0.709, 'pos': 0.208, 'compound': 0.998}",0.998,pos,not sexist,0.997678578
475,1237,"{'neg': 0.0, 'neu': 0.834, 'pos': 0.166, 'compound': 0.6557}",0.6557,pos,not sexist,0.997678578
476,1512,"{'neg': 0.139, 'neu': 0.73, 'pos': 0.131, 'compound': -0.8906}",-0.8906,neg,not sexist,0.997678578
477,569,"{'neg': 0.126, 'neu': 0.788, 'pos': 0.086, 'compound': -0.8151}",-0.8151,neg,not sexist,0.997678816
478,1036,"{'neg': 0.091, 'neu': 0.794, 'pos': 0.115, 'compound': 0.5328}",0.5328,pos,not sexist,0.997678816
479,147,"{'neg': 0.018, 'neu': 0.765, 'pos': 0.218, 'compound': 0.9892}",0.9892,pos,not sexist,0.997682929
480,137,"{'neg': 0.04, 'neu': 0.758, 'pos': 0.202, 'compound': 0.9983}",0.9983,pos,not sexist,0.997682929
481,486,"{'neg': 0.061, 'neu': 0.678, 'pos': 0.262, 'compound': 0.9992}",0.9992,pos,not sexist,0.997683167
482,953,"{'neg': 0.059, 'neu': 0.776, 'pos': 0.165, 'compound': 0.9912}",0.9912,pos,not sexist,0.997683167
483,1478,"{'neg': 0.111, 'neu': 0.667, 'pos': 0.222, 'compound': 0.9967}",0.9967,pos,not sexist,0.997683764
484,736,"{'neg': 0.026, 'neu': 0.747, 'pos': 0.227, 'compound': 0.9935}",0.9935,pos,not sexist,0.997683764
485,1203,"{'neg': 0.092, 'neu': 0.833, 'pos': 0.074, 'compound': -0.7122}",-0.7122,neg,not sexist,0.997683764
486,640,"{'neg': 0.041, 'neu': 0.839, 'pos': 0.12, 'compound': 0.9263}",0.9263,pos,not sexist,0.997684479
487,458,"{'neg': 0.049, 'neu': 0.831, 'pos': 0.12, 'compound': 0.95}",0.95,pos,not sexist,0.997684479
488,925,"{'neg': 0.026, 'neu': 0.71, 'pos': 0.264, 'compound': 0.9253}",0.9253,pos,not sexist,0.997684479
489,1382,"{'neg': 0.066, 'neu': 0.708, 'pos': 0.226, 'compound': 0.9711}",0.9711,pos,not sexist,0.997684479
490,1107,"{'neg': 0.035, 'neu': 0.792, 'pos': 0.173, 'compound': 0.994}",0.994,pos,not sexist,0.997684479
491,406,"{'neg': 0.038, 'neu': 0.84, 'pos': 0.122, 'compound': 0.9932}",0.9932,pos,not sexist,0.997685313
492,798,"{'neg': 0.036, 'neu': 0.753, 'pos': 0.211, 'compound': 0.9834}",0.9834,pos,not sexist,0.997685552
493,1265,"{'neg': 0.084, 'neu': 0.741, 'pos': 0.175, 'compound': 0.9522}",0.9522,pos,not sexist,0.997685552
494,1540,"{'neg': 0.058, 'neu': 0.749, 'pos': 0.194, 'compound': 0.9963}",0.9963,pos,not sexist,0.997685552
495,1727,"{'neg': 0.086, 'neu': 0.73, 'pos': 0.184, 'compound': 0.9959}",0.9959,pos,not sexist,0.997685552
496,296,"{'neg': 0.113, 'neu': 0.753, 'pos': 0.134, 'compound': 0.8831}",0.8831,pos,not sexist,0.99768579
497,714,"{'neg': 0.094, 'neu': 0.81, 'pos': 0.096, 'compound': -0.2017}",-0.2017,neg,not sexist,0.997687101
498,1456,"{'neg': 0.167, 'neu': 0.704, 'pos': 0.129, 'compound': -0.9107}",-0.9107,neg,not sexist,0.997687101
499,1181,"{'neg': 0.059, 'neu': 0.626, 'pos': 0.315, 'compound': 0.9997}",0.9997,pos,not sexist,0.997687101
500,2,"{'neg': 0.141, 'neu': 0.728, 'pos': 0.131, 'compound': 0.0}",0.0,pos,not sexist,0.997687221
501,1491,"{'neg': 0.151, 'neu': 0.694, 'pos': 0.156, 'compound': 0.1884}",0.1884,pos,not sexist,0.997687936
502,749,"{'neg': 0.095, 'neu': 0.634, 'pos': 0.271, 'compound': 0.9995}",0.9995,pos,not sexist,0.997687936
503,1216,"{'neg': 0.054, 'neu': 0.812, 'pos': 0.134, 'compound': 0.995}",0.995,pos,not sexist,0.997687936
504,382,"{'neg': 0.09, 'neu': 0.79, 'pos': 0.12, 'compound': 0.9261}",0.9261,pos,not sexist,0.99768889
505,1442,"{'neg': 0.105, 'neu': 0.764, 'pos': 0.131, 'compound': 0.6993}",0.6993,pos,not sexist,0.997691989
506,700,"{'neg': 0.056, 'neu': 0.806, 'pos': 0.138, 'compound': 0.969}",0.969,pos,not sexist,0.997691989
507,1167,"{'neg': 0.077, 'neu': 0.757, 'pos': 0.166, 'compound': 0.9976}",0.9976,pos,not sexist,0.997691989
508,125,"{'neg': 0.107, 'neu': 0.74, 'pos': 0.152, 'compound': 0.9672}",0.9672,pos,not sexist,0.997692108
509,49,"{'neg': 0.055, 'neu': 0.719, 'pos': 0.226, 'compound': 0.9991}",0.9991,pos,not sexist,0.997692227
510,286,"{'neg': 0.063, 'neu': 0.781, 'pos': 0.156, 'compound': 0.9834}",0.9834,pos,not sexist,0.997692823
511,229,"{'neg': 0.057, 'neu': 0.764, 'pos': 0.179, 'compound': 0.9934}",0.9934,pos,not sexist,0.997693837
512,367,"{'neg': 0.007, 'neu': 0.784, 'pos': 0.209, 'compound': 0.9943}",0.9943,pos,not sexist,0.997693837
513,29,"{'neg': 0.11, 'neu': 0.761, 'pos': 0.129, 'compound': 0.7854}",0.7854,pos,not sexist,0.997694314
514,722,"{'neg': 0.079, 'neu': 0.755, 'pos': 0.167, 'compound': 0.9984}",0.9984,pos,not sexist,0.997694671
515,1464,"{'neg': 0.0, 'neu': 0.664, 'pos': 0.336, 'compound': 0.9595}",0.9595,pos,not sexist,0.997694671
516,1189,"{'neg': 0.104, 'neu': 0.708, 'pos': 0.188, 'compound': 0.9925}",0.9925,pos,not sexist,0.997694671
517,479,"{'neg': 0.082, 'neu': 0.772, 'pos': 0.146, 'compound': 0.9246}",0.9246,pos,not sexist,0.997695386
518,946,"{'neg': 0.046, 'neu': 0.817, 'pos': 0.137, 'compound': 0.9785}",0.9785,pos,not sexist,0.997695386
519,183,"{'neg': 0.055, 'neu': 0.791, 'pos': 0.154, 'compound': 0.996}",0.996,pos,not sexist,0.99769634
520,614,"{'neg': 0.085, 'neu': 0.79, 'pos': 0.125, 'compound': 0.7391}",0.7391,pos,not sexist,0.997696817
521,1081,"{'neg': 0.123, 'neu': 0.749, 'pos': 0.128, 'compound': 0.3854}",0.3854,pos,not sexist,0.997696817
522,347,"{'neg': 0.109, 'neu': 0.688, 'pos': 0.203, 'compound': 0.9808}",0.9808,pos,not sexist,0.997696817
523,169,"{'neg': 0.126, 'neu': 0.799, 'pos': 0.075, 'compound': -0.8553}",-0.8553,neg,not sexist,0.997697055
524,388,"{'neg': 0.0, 'neu': 0.686, 'pos': 0.314, 'compound': 0.9755}",0.9755,pos,not sexist,0.997697175
525,269,"{'neg': 0.033, 'neu': 0.822, 'pos': 0.145, 'compound': 0.9844}",0.9844,pos,not sexist,0.997698247
526,506,"{'neg': 0.037, 'neu': 0.748, 'pos': 0.215, 'compound': 0.9983}",0.9983,pos,not sexist,0.997700155
527,973,"{'neg': 0.057, 'neu': 0.783, 'pos': 0.161, 'compound': 0.9982}",0.9982,pos,not sexist,0.997700155
528,931,"{'neg': 0.0, 'neu': 0.874, 'pos': 0.126, 'compound': 0.8649}",0.8649,pos,not sexist,0.997700274
529,464,"{'neg': 0.054, 'neu': 0.745, 'pos': 0.201, 'compound': 0.991}",0.991,pos,not sexist,0.997700274
530,951,"{'neg': 0.068, 'neu': 0.752, 'pos': 0.18, 'compound': 0.9888}",0.9888,pos,not sexist,0.997700512
531,484,"{'neg': 0.052, 'neu': 0.874, 'pos': 0.074, 'compound': 0.5846}",0.5846,pos,not sexist,0.997700512
532,384,"{'neg': 0.041, 'neu': 0.659, 'pos': 0.3, 'compound': 0.9907}",0.9907,pos,not sexist,0.997701943
533,1487,"{'neg': 0.087, 'neu': 0.76, 'pos': 0.153, 'compound': 0.9854}",0.9854,pos,not sexist,0.997703373
534,1212,"{'neg': 0.043, 'neu': 0.661, 'pos': 0.296, 'compound': 0.9986}",0.9986,pos,not sexist,0.997703373
535,745,"{'neg': 0.055, 'neu': 0.791, 'pos': 0.154, 'compound': 0.9501}",0.9501,pos,not sexist,0.997703373
536,660,"{'neg': 0.058, 'neu': 0.753, 'pos': 0.189, 'compound': 0.9981}",0.9981,pos,not sexist,0.997703493
537,1127,"{'neg': 0.156, 'neu': 0.708, 'pos': 0.136, 'compound': -0.9056}",-0.9056,neg,not sexist,0.997703493
538,1402,"{'neg': 0.072, 'neu': 0.749, 'pos': 0.179, 'compound': 0.9987}",0.9987,pos,not sexist,0.997703493
539,251,"{'neg': 0.016, 'neu': 0.91, 'pos': 0.074, 'compound': 0.9828}",0.9828,pos,not sexist,0.997704446
540,734,"{'neg': 0.038, 'neu': 0.869, 'pos': 0.093, 'compound': 0.8727}",0.8727,pos,not sexist,0.997705162
541,1476,"{'neg': 0.0, 'neu': 0.609, 'pos': 0.391, 'compound': 0.9648}",0.9648,pos,not sexist,0.997705162
542,1201,"{'neg': 0.091, 'neu': 0.759, 'pos': 0.15, 'compound': 0.9899}",0.9899,pos,not sexist,0.997705162
543,67,"{'neg': 0.038, 'neu': 0.682, 'pos': 0.28, 'compound': 0.9985}",0.9985,pos,not sexist,0.997705877
544,966,"{'neg': 0.046, 'neu': 0.827, 'pos': 0.126, 'compound': 0.6896}",0.6896,pos,not sexist,0.997705936
545,499,"{'neg': 0.087, 'neu': 0.71, 'pos': 0.203, 'compound': 0.9882}",0.9882,pos,not sexist,0.997705936
546,541,"{'neg': 0.062, 'neu': 0.766, 'pos': 0.172, 'compound': 0.9912}",0.9912,pos,not sexist,0.997706413
547,1008,"{'neg': 0.065, 'neu': 0.606, 'pos': 0.33, 'compound': 0.9981}",0.9981,pos,not sexist,0.997706413
548,255,"{'neg': 0.045, 'neu': 0.841, 'pos': 0.114, 'compound': 0.9923}",0.9923,pos,not sexist,0.997707009
549,119,"{'neg': 0.0, 'neu': 0.797, 'pos': 0.203, 'compound': 0.9869}",0.9869,pos,not sexist,0.997708559
550,561,"{'neg': 0.032, 'neu': 0.741, 'pos': 0.227, 'compound': 0.9829}",0.9829,pos,not sexist,0.997709155
551,1028,"{'neg': 0.125, 'neu': 0.708, 'pos': 0.168, 'compound': 0.9639}",0.9639,pos,not sexist,0.997709155
552,975,"{'neg': 0.088, 'neu': 0.8, 'pos': 0.112, 'compound': 0.8727}",0.8727,pos,not sexist,0.997709632
553,508,"{'neg': 0.038, 'neu': 0.757, 'pos': 0.206, 'compound': 0.9988}",0.9988,pos,not sexist,0.997709632
554,89,"{'neg': 0.04, 'neu': 0.797, 'pos': 0.163, 'compound': 0.9918}",0.9918,pos,not sexist,0.99770987
555,175,"{'neg': 0.047, 'neu': 0.811, 'pos': 0.142, 'compound': 0.9964}",0.9964,pos,not sexist,0.997711301
556,313,"{'neg': 0.0, 'neu': 0.67, 'pos': 0.33, 'compound': 0.9861}",0.9861,pos,not sexist,0.997713208
557,4,"{'neg': 0.028, 'neu': 0.843, 'pos': 0.129, 'compound': 0.9827}",0.9827,pos,not sexist,0.997713566
558,257,"{'neg': 0.051, 'neu': 0.758, 'pos': 0.191, 'compound': 0.9923}",0.9923,pos,not sexist,0.997714281
559,1568,"{'neg': 0.068, 'neu': 0.728, 'pos': 0.204, 'compound': 0.9956}",0.9956,pos,not sexist,0.997715235
560,826,"{'neg': 0.048, 'neu': 0.816, 'pos': 0.136, 'compound': 0.9192}",0.9192,pos,not sexist,0.997715235
561,1293,"{'neg': 0.049, 'neu': 0.826, 'pos': 0.125, 'compound': 0.9669}",0.9669,pos,not sexist,0.997715235
562,1755,"{'neg': 0.087, 'neu': 0.823, 'pos': 0.091, 'compound': 0.304}",0.304,pos,not sexist,0.997715235
563,547,"{'neg': 0.076, 'neu': 0.835, 'pos': 0.089, 'compound': 0.5173}",0.5173,pos,not sexist,0.997715473
564,1014,"{'neg': 0.039, 'neu': 0.837, 'pos': 0.125, 'compound': 0.9361}",0.9361,pos,not sexist,0.997715473
565,1161,"{'neg': 0.048, 'neu': 0.725, 'pos': 0.227, 'compound': 0.9937}",0.9937,pos,not sexist,0.997715831
566,694,"{'neg': 0.091, 'neu': 0.812, 'pos': 0.096, 'compound': 0.9113}",0.9113,pos,not sexist,0.997715831
567,1436,"{'neg': 0.072, 'neu': 0.84, 'pos': 0.087, 'compound': 0.7566}",0.7566,pos,not sexist,0.997715831
568,1105,"{'neg': 0.045, 'neu': 0.795, 'pos': 0.161, 'compound': 0.9759}",0.9759,pos,not sexist,0.997716069
569,1380,"{'neg': 0.024, 'neu': 0.85, 'pos': 0.126, 'compound': 0.9043}",0.9043,pos,not sexist,0.997716069
570,638,"{'neg': 0.05, 'neu': 0.821, 'pos': 0.129, 'compound': 0.9918}",0.9918,pos,not sexist,0.997716069
571,141,"{'neg': 0.053, 'neu': 0.692, 'pos': 0.255, 'compound': 0.9976}",0.9976,pos,not sexist,0.997716188
572,151,"{'neg': 0.075, 'neu': 0.804, 'pos': 0.121, 'compound': 0.9822}",0.9822,pos,not sexist,0.997716188
573,217,"{'neg': 0.08, 'neu': 0.748, 'pos': 0.172, 'compound': 0.9984}",0.9984,pos,not sexist,0.997718096
574,442,"{'neg': 0.056, 'neu': 0.668, 'pos': 0.276, 'compound': 0.9918}",0.9918,pos,not sexist,0.99772054
575,909,"{'neg': 0.096, 'neu': 0.792, 'pos': 0.112, 'compound': 0.9249}",0.9249,pos,not sexist,0.99772054
576,197,"{'neg': 0.018, 'neu': 0.845, 'pos': 0.137, 'compound': 0.9759}",0.9759,pos,not sexist,0.997721493
577,177,"{'neg': 0.041, 'neu': 0.838, 'pos': 0.12, 'compound': 0.9975}",0.9975,pos,not sexist,0.997721851
578,724,"{'neg': 0.032, 'neu': 0.871, 'pos': 0.097, 'compound': 0.8482}",0.8482,pos,not sexist,0.997722089
579,1191,"{'neg': 0.051, 'neu': 0.693, 'pos': 0.255, 'compound': 0.9901}",0.9901,pos,not sexist,0.997722089
580,1466,"{'neg': 0.061, 'neu': 0.614, 'pos': 0.325, 'compound': 0.9794}",0.9794,pos,not sexist,0.997722089
581,282,"{'neg': 0.105, 'neu': 0.798, 'pos': 0.097, 'compound': -0.3273}",-0.3273,neg,not sexist,0.997722328
582,195,"{'neg': 0.028, 'neu': 0.774, 'pos': 0.197, 'compound': 0.9993}",0.9993,pos,not sexist,0.997722447
583,535,"{'neg': 0.061, 'neu': 0.774, 'pos': 0.165, 'compound': 0.9983}",0.9983,pos,not sexist,0.997722566
584,1002,"{'neg': 0.078, 'neu': 0.806, 'pos': 0.116, 'compound': 0.9944}",0.9944,pos,not sexist,0.997722566
585,979,"{'neg': 0.115, 'neu': 0.738, 'pos': 0.147, 'compound': 0.9097}",0.9097,pos,not sexist,0.997723401
586,512,"{'neg': 0.048, 'neu': 0.753, 'pos': 0.199, 'compound': 0.9896}",0.9896,pos,not sexist,0.997723401
587,1083,"{'neg': 0.023, 'neu': 0.701, 'pos': 0.276, 'compound': 0.9955}",0.9955,pos,not sexist,0.99772352
588,616,"{'neg': 0.092, 'neu': 0.828, 'pos': 0.08, 'compound': -0.1517}",-0.1517,neg,not sexist,0.99772352
589,533,"{'neg': 0.047, 'neu': 0.85, 'pos': 0.103, 'compound': 0.9936}",0.9936,pos,not sexist,0.997724354
590,1000,"{'neg': 0.042, 'neu': 0.817, 'pos': 0.141, 'compound': 0.9468}",0.9468,pos,not sexist,0.997724354
591,10,"{'neg': 0.04, 'neu': 0.809, 'pos': 0.151, 'compound': 0.9722}",0.9722,pos,not sexist,0.997727215
592,1064,"{'neg': 0.104, 'neu': 0.786, 'pos': 0.111, 'compound': 0.4949}",0.4949,pos,not sexist,0.997728884
593,597,"{'neg': 0.0, 'neu': 0.876, 'pos': 0.124, 'compound': 0.34}",0.34,pos,not sexist,0.997728884
594,1679,"{'neg': 0.059, 'neu': 0.768, 'pos': 0.173, 'compound': 0.9934}",0.9934,pos,not sexist,0.997729242
595,1621,"{'neg': 0.08, 'neu': 0.696, 'pos': 0.224, 'compound': 0.9899}",0.9899,pos,not sexist,0.997729242
596,1927,"{'neg': 0.069, 'neu': 0.833, 'pos': 0.098, 'compound': 0.9788}",0.9788,pos,not sexist,0.997729242
597,1346,"{'neg': 0.057, 'neu': 0.788, 'pos': 0.155, 'compound': 0.9942}",0.9942,pos,not sexist,0.997729242
598,1881,"{'neg': 0.03, 'neu': 0.652, 'pos': 0.317, 'compound': 0.9821}",0.9821,pos,not sexist,0.997729242
599,1808,"{'neg': 0.058, 'neu': 0.699, 'pos': 0.243, 'compound': 0.9766}",0.9766,pos,not sexist,0.997729242
600,879,"{'neg': 0.082, 'neu': 0.79, 'pos': 0.128, 'compound': 0.9961}",0.9961,pos,not sexist,0.997729242
601,306,"{'neg': 0.044, 'neu': 0.74, 'pos': 0.215, 'compound': 0.998}",0.998,pos,not sexist,0.997730672
602,412,"{'neg': 0.067, 'neu': 0.673, 'pos': 0.259, 'compound': 0.9904}",0.9904,pos,not sexist,0.997731864
603,193,"{'neg': 0.027, 'neu': 0.808, 'pos': 0.165, 'compound': 0.9974}",0.9974,pos,not sexist,0.997733235
604,1705,"{'neg': 0.152, 'neu': 0.707, 'pos': 0.142, 'compound': -0.8233}",-0.8233,neg,not sexist,0.997733593
605,1073,"{'neg': 0.083, 'neu': 0.7, 'pos': 0.217, 'compound': 0.9893}",0.9893,pos,not sexist,0.997733593
606,1243,"{'neg': 0.123, 'neu': 0.745, 'pos': 0.133, 'compound': 0.7179}",0.7179,pos,not sexist,0.997733593
607,776,"{'neg': 0.203, 'neu': 0.602, 'pos': 0.195, 'compound': -0.3818}",-0.3818,neg,not sexist,0.997733593
608,606,"{'neg': 0.07, 'neu': 0.81, 'pos': 0.119, 'compound': 0.9244}",0.9244,pos,not sexist,0.997733593
609,1518,"{'neg': 0.162, 'neu': 0.598, 'pos': 0.239, 'compound': 0.5526}",0.5526,pos,not sexist,0.997733593
610,1428,"{'neg': 0.059, 'neu': 0.695, 'pos': 0.246, 'compound': 0.9936}",0.9936,pos,not sexist,0.99773407
611,1153,"{'neg': 0.113, 'neu': 0.727, 'pos': 0.16, 'compound': 0.9166}",0.9166,pos,not sexist,0.99773407
612,686,"{'neg': 0.075, 'neu': 0.822, 'pos': 0.103, 'compound': 0.846}",0.846,pos,not sexist,0.99773407
613,1572,"{'neg': 0.131, 'neu': 0.727, 'pos': 0.142, 'compound': 0.8746}",0.8746,pos,not sexist,0.997734427
614,1759,"{'neg': 0.108, 'neu': 0.671, 'pos': 0.221, 'compound': 0.9213}",0.9213,pos,not sexist,0.997734427
615,830,"{'neg': 0.047, 'neu': 0.739, 'pos': 0.213, 'compound': 0.9857}",0.9857,pos,not sexist,0.997734427
616,1297,"{'neg': 0.07, 'neu': 0.768, 'pos': 0.162, 'compound': 0.9946}",0.9946,pos,not sexist,0.997734427
617,432,"{'neg': 0.044, 'neu': 0.747, 'pos': 0.209, 'compound': 0.9799}",0.9799,pos,not sexist,0.997735739
618,61,"{'neg': 0.104, 'neu': 0.626, 'pos': 0.27, 'compound': 0.9933}",0.9933,pos,not sexist,0.997738004
619,493,"{'neg': 0.099, 'neu': 0.709, 'pos': 0.192, 'compound': 0.9503}",0.9503,pos,not sexist,0.997739315
620,960,"{'neg': 0.031, 'neu': 0.856, 'pos': 0.113, 'compound': 0.9674}",0.9674,pos,not sexist,0.997739315
621,1366,"{'neg': 0.041, 'neu': 0.666, 'pos': 0.293, 'compound': 0.9953}",0.9953,pos,not sexist,0.997742772
622,1901,"{'neg': 0.107, 'neu': 0.748, 'pos': 0.145, 'compound': 0.8566}",0.8566,pos,not sexist,0.997742772
623,1947,"{'neg': 0.077, 'neu': 0.787, 'pos': 0.137, 'compound': 0.7683}",0.7683,pos,not sexist,0.997742772
624,899,"{'neg': 0.063, 'neu': 0.747, 'pos': 0.19, 'compound': 0.9992}",0.9992,pos,not sexist,0.997742772
625,1959,"{'neg': 0.039, 'neu': 0.654, 'pos': 0.307, 'compound': 0.9987}",0.9987,pos,not sexist,0.997742772
626,1828,"{'neg': 0.057, 'neu': 0.745, 'pos': 0.198, 'compound': 0.9774}",0.9774,pos,not sexist,0.997742772
627,1641,"{'neg': 0.0, 'neu': 0.689, 'pos': 0.311, 'compound': 0.9353}",0.9353,pos,not sexist,0.997742772
628,1699,"{'neg': 0.055, 'neu': 0.742, 'pos': 0.204, 'compound': 0.9887}",0.9887,pos,not sexist,0.997742772
629,911,"{'neg': 0.099, 'neu': 0.734, 'pos': 0.166, 'compound': 0.9383}",0.9383,pos,not sexist,0.997743011
630,444,"{'neg': 0.061, 'neu': 0.762, 'pos': 0.176, 'compound': 0.9958}",0.9958,pos,not sexist,0.997743011
631,650,"{'neg': 0.026, 'neu': 0.798, 'pos': 0.176, 'compound': 0.9991}",0.9991,pos,not sexist,0.99774313
632,1117,"{'neg': 0.025, 'neu': 0.805, 'pos': 0.17, 'compound': 0.9847}",0.9847,pos,not sexist,0.99774313
633,1392,"{'neg': 0.102, 'neu': 0.65, 'pos': 0.248, 'compound': 0.9751}",0.9751,pos,not sexist,0.99774313
634,676,"{'neg': 0.081, 'neu': 0.762, 'pos': 0.158, 'compound': 0.9959}",0.9959,pos,not sexist,0.997743964
635,1143,"{'neg': 0.144, 'neu': 0.688, 'pos': 0.168, 'compound': 0.8558}",0.8558,pos,not sexist,0.997743964
636,1418,"{'neg': 0.09, 'neu': 0.81, 'pos': 0.1, 'compound': 0.9212}",0.9212,pos,not sexist,0.997743964
637,87,"{'neg': 0.057, 'neu': 0.665, 'pos': 0.278, 'compound': 0.9926}",0.9926,pos,not sexist,0.997744083
638,1564,"{'neg': 0.077, 'neu': 0.767, 'pos': 0.156, 'compound': 0.9944}",0.9944,pos,not sexist,0.997745216
639,1289,"{'neg': 0.013, 'neu': 0.825, 'pos': 0.162, 'compound': 0.9858}",0.9858,pos,not sexist,0.997745216
640,962,"{'neg': 0.017, 'neu': 0.782, 'pos': 0.201, 'compound': 0.9995}",0.9995,pos,not sexist,0.997745216
641,495,"{'neg': 0.052, 'neu': 0.754, 'pos': 0.194, 'compound': 0.9967}",0.9967,pos,not sexist,0.997745216
642,822,"{'neg': 0.015, 'neu': 0.876, 'pos': 0.109, 'compound': 0.91}",0.91,pos,not sexist,0.997745216
643,1751,"{'neg': 0.122, 'neu': 0.749, 'pos': 0.129, 'compound': 0.0644}",0.0644,pos,not sexist,0.997745216
644,772,"{'neg': 0.083, 'neu': 0.848, 'pos': 0.069, 'compound': -0.6134}",-0.6134,neg,not sexist,0.997745931
645,1514,"{'neg': 0.147, 'neu': 0.754, 'pos': 0.099, 'compound': -0.8845}",-0.8845,neg,not sexist,0.997745931
646,1239,"{'neg': 0.064, 'neu': 0.71, 'pos': 0.226, 'compound': 0.9959}",0.9959,pos,not sexist,0.997745931
647,139,"{'neg': 0.052, 'neu': 0.661, 'pos': 0.288, 'compound': 0.9976}",0.9976,pos,not sexist,0.99774605
648,149,"{'neg': 0.074, 'neu': 0.734, 'pos': 0.192, 'compound': 0.9976}",0.9976,pos,not sexist,0.99774605
649,341,"{'neg': 0.032, 'neu': 0.749, 'pos': 0.219, 'compound': 0.988}",0.988,pos,not sexist,0.997747481
650,294,"{'neg': 0.111, 'neu': 0.741, 'pos': 0.148, 'compound': 0.9312}",0.9312,pos,not sexist,0.997748315
651,1249,"{'neg': 0.122, 'neu': 0.675, 'pos': 0.203, 'compound': 0.9987}",0.9987,pos,not sexist,0.997749627
652,1524,"{'neg': 0.076, 'neu': 0.66, 'pos': 0.264, 'compound': 0.9984}",0.9984,pos,not sexist,0.997749627
653,1711,"{'neg': 0.222, 'neu': 0.666, 'pos': 0.112, 'compound': -0.9914}",-0.9914,neg,not sexist,0.997749627
654,782,"{'neg': 0.176, 'neu': 0.78, 'pos': 0.044, 'compound': -0.9791}",-0.9791,neg,not sexist,0.997749627
655,97,"{'neg': 0.114, 'neu': 0.755, 'pos': 0.131, 'compound': 0.7621}",0.7621,pos,not sexist,0.997749984
656,696,"{'neg': 0.109, 'neu': 0.821, 'pos': 0.07, 'compound': -0.9682}",-0.9682,neg,not sexist,0.997750223
657,1163,"{'neg': 0.0, 'neu': 0.776, 'pos': 0.224, 'compound': 0.9274}",0.9274,pos,not sexist,0.997750223
658,1438,"{'neg': 0.071, 'neu': 0.744, 'pos': 0.185, 'compound': 0.9932}",0.9932,pos,not sexist,0.997750223
659,521,"{'neg': 0.04, 'neu': 0.715, 'pos': 0.245, 'compound': 0.9995}",0.9995,pos,not sexist,0.9977507
660,988,"{'neg': 0.117, 'neu': 0.781, 'pos': 0.102, 'compound': -0.5023}",-0.5023,neg,not sexist,0.9977507
661,390,"{'neg': 0.054, 'neu': 0.805, 'pos': 0.14, 'compound': 0.9974}",0.9974,pos,not sexist,0.997751176
662,378,"{'neg': 0.034, 'neu': 0.66, 'pos': 0.306, 'compound': 0.9951}",0.9951,pos,not sexist,0.99775368
663,1052,"{'neg': 0.142, 'neu': 0.678, 'pos': 0.18, 'compound': 0.8559}",0.8559,pos,not sexist,0.997754872
664,585,"{'neg': 0.085, 'neu': 0.745, 'pos': 0.169, 'compound': 0.9839}",0.9839,pos,not sexist,0.997754872
665,1810,"{'neg': 0.033, 'neu': 0.883, 'pos': 0.084, 'compound': 0.7667}",0.7667,pos,not sexist,0.997756302
666,881,"{'neg': 0.075, 'neu': 0.756, 'pos': 0.17, 'compound': 0.9994}",0.9994,pos,not sexist,0.997756302
667,1681,"{'neg': 0.008, 'neu': 0.796, 'pos': 0.196, 'compound': 0.9987}",0.9987,pos,not sexist,0.997756302
668,1348,"{'neg': 0.062, 'neu': 0.746, 'pos': 0.192, 'compound': 0.9696}",0.9696,pos,not sexist,0.997756302
669,1929,"{'neg': 0.059, 'neu': 0.65, 'pos': 0.291, 'compound': 0.9988}",0.9988,pos,not sexist,0.997756302
